,PREDICT
164,935.0162300000004
165,193.25510799999995
166,1833.286958
167,2826.720480000001
168,2150.2676800000017
169,521.9006460000002
170,2885.890125999999
171,2312.529798
172,227.20424999999992
173,73.93043200000002
174,2778.589798000001
175,3474.8568060000007
176,3579.440670000001
177,4549.378109999998
178,958.0862000000004
179,4138.006922000003
180,1481.2784980000004
181,2978.183322000001
182,3527.5016119999973
183,944.7102779999998
184,247.6642839999999
185,1867.7088179999994
186,2702.8417319999994
187,4055.507644000002
188,4396.077659999999
189,2763.109947999998
190,1658.8273840000004
191,2920.058982000001
192,2730.5589860000014
193,604.81272
194,850.4796040000001
195,3861.127333999999
196,639.0082079999999
197,3043.6780679999993
198,3234.4231099999997
199,161.52307999999996
200,3042.725974000001
201,1885.7386819999983
202,3617.5377459999995
203,2581.5596040000005
204,1545.85444
205,1776.9070140000001
206,4669.821330000001
207,1594.9172420000002
208,2975.5467539999995
209,2043.5399400000003
210,3603.3628640000015
211,78.23815800000006
212,3301.928572
213,1553.5777199999993
214,4121.994432
215,2128.695759999999
216,261.27323599999994
217,4689.0895820000005
218,2701.6632659999996
219,3828.609662
220,393.28140199999973
221,2078.487782
222,3484.0714780000008
223,2729.34723
224,1898.8149940000003
225,1244.9993939999995
226,2862.300832
227,2380.0752080000007
228,502.5524980000001
229,1261.3780739999997
230,4324.843717999999
231,423.0959259999999
232,1497.3575679999994
233,1905.3797819999998
234,1147.4330620000003
235,2086.5506199999995
236,2327.670089999999
237,1936.705672000001
238,501.62037800000013
239,3274.7040100000017
240,95.22271600000003
241,3844.6820739999985
242,368.75998799999996
243,1658.720856
244,248.17029200000007
245,2012.134154
246,745.7093159999998
247,662.530922
248,135.50361600000005
249,4022.0312200000008
250,4814.699410000002
251,395.1256679999999
252,330.32335399999994
253,1899.7071659999992
254,3694.004875999998
255,1527.7646539999994
256,4199.160651999999
257,3845.5276399999984
258,1267.3769320000001
259,725.0162519999998
260,3886.2879159999975
261,2160.567606000001
262,2486.842896
263,3760.0988420000003
264,3674.4503299999988
265,3562.7557220000003
266,2468.8862699999995
267,2900.8173619999993
268,1781.5942460000006
269,3925.350402
270,4090.981468
271,1394.5780219999995
272,3970.158741999999
273,2178.703998000001
274,872.5641899999998
275,989.8648339999999
276,1504.3684420000002
277,835.1994940000003
278,1932.0717039999995
279,1875.465388
280,2419.423988000001
281,2515.6587200000013
282,2500.6116400000014
283,2440.762878000002
284,4885.500581999999
285,4474.355765999998
286,298.9308839999999
287,1441.1041259999993
288,751.6016460000001
289,1254.6468360000001
290,726.0082939999996
291,2238.61934
292,1682.8694220000007
293,1737.7646320000013
294,3951.183441999998
295,2367.405033999999
296,1992.5063699999998
297,2591.153782
298,363.6932500000002
299,434.16152200000033
300,539.1382080000002
301,3214.322608
302,3669.083981999999
303,1784.1509179999996
304,1756.300504
305,2783.383558000001
306,4218.608670000001
307,1576.4745820000005
308,2734.0011719999993
309,3558.108437999998
310,1454.70642
311,4168.10774
312,2090.645289999999
313,2738.541927999999
314,1973.8306800000005
315,1103.4836040000002
316,3326.403379999998
317,3618.3833119999995
318,4481.386614000001
319,1783.9378620000007
320,1687.9627920000007
321,1882.8890580000007
322,2681.516158000001
323,2537.6034879999993
324,2505.8181959999997
325,3483.0261720000008
326,251.0998120000001
327,1778.3118519999996
328,964.3180879999999
329,465.99341999999996
330,348.552958
331,3341.6901480000006
332,4790.617424000003
333,142.794126
334,1914.874089999999
335,1772.1265700000004
336,958.0928579999994
337,1610.8032299999995
338,3792.7030680000007
339,3007.9046340000004
340,2333.6622900000007
341,702.3990259999998
342,3154.4671879999987
343,4211.065156
344,1543.6506420000005
345,2481.503180000001
346,2173.7970520000003
347,4625.299284
348,2223.432442000001
349,1601.3555279999991
350,2917.7087079999997
351,730.2294660000003
352,232.41080599999978
353,603.9937859999998
354,3140.259016
355,2801.073863999999
356,3938.9726700000015
357,1157.1470840000002
358,2073.6141259999977
359,2661.362392000002
360,605.6716019999997
361,2204.1042679999982
362,1443.5143219999998
363,757.5206079999996
364,407.849106
365,1758.2313239999996
366,1740.8073380000005
367,1960.095226
368,2050.8104760000006
369,2650.9492799999994
370,4084.1703339999985
371,403.34163999999987
372,307.1135660000002
373,3588.602078
374,4493.837074000003
375,1451.17768
376,4383.613884000002
377,562.9472160000003
378,2578.776560000002
379,4038.0703420000004
380,1679.0610459999998
381,3377.696611999998
382,1467.982472
383,90.41563999999993
384,2130.806345999999
385,269.76884399999994
386,505.2090400000002
387,2687.8945220000005
388,2023.5193340000003
389,1511.5657399999993
390,3462.8324580000003
391,4062.751547999999
392,1735.9403399999999
393,362.52144200000015
394,2040.9033719999998
395,2271.1170379999994
396,1157.2402959999997
397,2213.971424
398,3256.5742760000016
399,1693.6354079999999
400,2298.10857
401,739.7504059999999
402,3177.0178340000007
403,254.05596399999996
404,2267.5683240000008
405,2819.749554
406,984.6649360000001
407,3440.5081839999993
408,1216.563076
409,306.0948919999999
410,3606.378938
411,2285.611504
412,937.4930060000005
413,3200.806867999999
414,1962.7184780000014
415,343.71259200000003
416,3961.929453999997
417,787.235262
418,534.0981020000002
419,4969.904047999999
420,1428.7801680000005
421,1013.4141799999996
422,1159.35754
423,2169.7955939999983
424,2132.9302479999997
425,3075.703048
426,4410.299148000002
427,1235.6715359999994
428,3991.011597999999
429,988.459996
430,1192.3079819999998
431,2810.801202
432,447.41094199999986
433,1887.8825580000005
434,3030.734916
435,4627.329974000002
436,207.05048400000007
437,1403.5596640000003
438,3164.201183999999
439,2880.557067999999
440,2079.5863520000003
441,2558.1567339999997
442,728.8379439999999
443,1574.297416000001
444,2639.870368000001
445,2041.10977
446,2984.108942000002
447,3879.490098000001
448,5097.477985999998
449,2243.652788
450,387.7885520000002
451,268.8034339999999
452,3091.981857999999
453,2287.8352760000002
454,2747.150722000001
455,1431.5765279999996
456,1733.3104299999995
457,1686.5979019999993
458,3929.4184400000004
459,1848.5004879999997
460,2461.8687380000015
461,1661.570480000001
462,832.9224580000002
463,2364.9615479999998
464,4358.699647999997
465,359.3921820000001
466,1548.8571980000006
467,623.8679159999998
468,4027.750442000002
469,1855.1385139999995
470,4103.631667999999
471,1649.2465220000004
472,2143.9292640000003
473,125.60982800000002
474,135.36379800000003
475,1120.1086300000002
476,3293.8790499999996
477,3098.3668799999987
478,274.8955040000001
479,692.89806
480,4360.990000000003
481,1176.0890939999997
482,2900.504436000001
483,3990.032872
484,3299.877907999997
485,2330.9391679999994
486,3952.9278380000005
487,2516.983662
488,3539.6657779999996
489,2100.412575999999
490,2666.535658
491,3875.681722
492,2670.2907700000014
493,1559.1904140000004
494,435.3200139999998
495,3661.3207540000017
496,2053.014274
497,4690.647553999998
498,3958.6270860000013
499,2583.3239739999995
500,2303.5148660000013
501,543.0065060000002
502,1555.4086700000003
503,3926.9616379999998
504,816.0976920000007
505,2528.402131999999
506,197.256566
507,2067.795034
508,3358.5082559999987
509,3896.1151240000017
510,3494.457957999999
511,4220.745888000001
512,122.75354599999999
513,1726.792248
514,2836.8006920000007
515,2311.0184320000008
516,211.70442599999998
517,3441.9862600000006
518,2298.3948640000012
519,719.0906319999999
520,1965.5614440000004
521,479.249498
522,609.1204459999994
523,2482.528511999999
524,4876.1527499999975
525,5095.287503999998
526,2789.0362
527,1770.5419660000011
528,677.8709540000001
529,2725.1393739999994
530,1579.763634
531,3182.683791999998
532,1716.2260020000008
533,1909.3479500000003
534,740.389574
535,2660.7032499999996
536,1844.9184839999994
537,4419.460556000001
538,2027.8137440000005
539,3612.8371980000006
540,2662.0281919999998
541,494.03025799999983
542,1402.6009119999997
543,253.07723799999982
544,4322.000751999999
545,4936.554126
546,2080.5118140000004
547,624.5603480000002
548,3918.359501999998
549,4049.548734
550,1005.5177919999999
551,1840.510887999999
552,361.08997199999993
553,3479.151215999999
554,1901.7977780000008
555,1258.681584
556,3228.936918
557,278.88364599999977
558,2663.932379999998
559,2970.9993400000003
560,2358.0305699999994
561,938.9178179999998
562,2531.617946000001
563,2658.3662919999983
564,3410.706975999997
565,3597.430586000001
566,3485.6294499999976
567,1756.8464599999993
568,1759.7826380000004
569,3751.8828699999976
570,1204.5853340000003
571,2406.7671300000006
572,1551.2341040000006
573,1894.8468259999995
574,2713.0950520000006
575,249.10241200000002
576,220.38645800000003
577,962.587008
578,553.6326740000001
579,2326.2785679999997
580,3215.820657999999
581,273.36416399999996
582,3659.2634319999984
583,2684.2792279999994
584,1653.2879280000002
585,2714.1137259999996
586,3856.9794
587,769.4051380000002
588,2927.5692060000006
589,2152.2983700000013
590,3423.7899460000017
591,1302.7642019999994
592,1990.6021820000014
593,4080.907914000002
594,3622.098475999998
595,626.8906480000004
596,2448.8590059999983
597,1998.8514439999997
598,2972.2244120000014
599,2043.0738799999997
600,3366.8174400000003
601,3368.288857999998
602,2476.922476000001
603,2007.6866099999997
604,2561.638867999999
605,4493.570754000003
606,2122.3773179999994
607,1341.620289999999
608,812.9218260000001
609,340.3436439999997
610,342.633996
611,1705.1670640000004
612,2749.747342
613,3101.103318
614,1958.7037039999989
615,309.11096599999996
616,1386.7548720000004
617,1008.0078840000001
618,1309.315673999999
619,259.5687879999998
620,487.85829200000006
621,227.15764400000018
622,1897.0373079999997
623,2382.465430000002
624,2477.388536000001
625,2280.39829
626,556.8618040000006
627,2288.65421
628,1667.3363079999988
629,845.6325800000003
630,2380.9540639999996
631,2139.9278059999997
632,1369.231016
633,1193.6928459999997
634,1307.0652700000007
635,186.63705599999992
636,2513.9076660000005
637,697.6052659999997
638,1453.8541960000002
639,3027.1995179999985
640,858.9685540000005
641,2412.29327
642,4629.866672000002
643,3109.032995999999
644,2448.51279
645,1985.5554180000004
646,1858.1945359999997
647,2072.5488460000015
648,1044.7067799999995
649,483.3641420000002
650,1850.4113340000008
651,3638.563710000001
652,1554.616368
653,2909.8189780000002
654,2743.269108
655,4055.8139120000005
656,710.1622540000001
657,230.49995999999996
658,4597.868324000003
659,4781.828863999998
660,3119.832272
661,3207.9042959999997
662,4300.548676
663,3997.0437459999994
664,753.592388
665,1745.2415660000004
666,3489.1382159999985
667,1922.8437160000003
668,1790.1298020000002
669,3387.949932000001
670,598.2412740000001
671,2625.988438
672,3417.032076000001
673,2091.1046920000003
674,61.77292399999997
675,1500.7664640000003
676,1861.2638739999993
677,389.98569200000037
678,1729.135864
679,2846.6811640000005
680,1745.1816439999996
681,4796.536385999997
682,2206.241486000001
683,501.84009200000014
684,3466.587570000002
685,3291.688568
686,2408.231889999999
687,3315.6240779999994
688,4376.203529999998
689,84.74302400000002
690,4622.163366000001
691,1098.5167359999996
692,1806.2887680000003
693,2159.15611
694,279.2365199999999
695,2016.2621139999992
696,3955.4112719999994
697,663.376488
698,3434.775646
699,2378.3707600000007
700,3877.5060140000014
701,1955.3613879999987
702,1639.7522139999999
703,621.0515820000002
704,1357.972338000001
705,3104.039496
706,664.2620019999995
707,3594.1481919999997
708,3741.9557919999993
709,2997.478206
710,2643.4856619999987
711,3397.3710020000017
712,3657.512378
713,835.9917959999998
714,1484.8072380000006
715,2315.6790320000005
716,2595.5014559999995
717,197.86910200000014
718,2981.5589280000013
719,712.6856360000003
720,1399.9643440000007
721,671.2329280000002
722,191.37089399999996
723,2810.8478080000014
724,3091.6423000000004
725,2561.9451360000007
726,985.9432719999999
727,1564.6699480000007
728,5035.911459999999
729,2740.472748
730,1821.6287999999997
731,2101.8373879999995
732,3362.003705999999
733,270.0285059999999
734,1964.9555660000003
735,1858.8470200000002
736,3180.080514000001
737,726.6141720000003
738,3822.198008000002
739,2345.466924000001
740,1967.7452680000001
741,2015.456496
742,3540.937455999999
743,2493.4143419999996
744,3663.4313399999974
745,2125.4266820000003
746,4118.785276
747,3446.5869380000013
748,3662.1663199999994
749,1099.7085180000001
750,4729.916437999999
751,3570.598846
752,2018.1529860000003
753,1045.8319820000002
754,2375.3480279999994
755,2965.9059699999993
756,2095.1194660000015
757,1653.1148199999998
758,2147.8774580000004
759,1308.9494840000002
760,4603.301252000004
761,2276.47007
762,3085.2306460000004
763,1459.373677999999
764,2960.6860979999997
765,2040.563814
766,4580.071489999998
767,2126.4320399999983
768,1730.7004940000004
769,3208.6699660000013
770,1570.1228499999986
771,2432.6867239999997
772,2195.302392
773,85.73506600000005
774,338.9454639999998
775,2863.4726400000013
776,3002.2187019999997
777,2855.456408000002
778,1811.4220859999996
779,3543.9735039999982
780,1215.4045840000006
781,1716.5788759999996
782,1198.067151999999
783,522.4466019999996
784,2319.1278759999996
785,557.4144179999998
786,1503.5495079999996
787,2550.6198780000013
788,523.9646259999997
789,1823.0003480000003
790,2382.691802
791,2935.6919659999985
792,581.290006
793,2629.5970740000002
794,1891.9905439999993
795,1208.546844
796,3780.086158
797,722.4396060000004
798,2692.92797
799,574.1925779999998
800,1240.7316159999998
801,3070.143618
802,2261.869076
803,205.81875399999998
804,1516.6924
805,3266.3548780000024
806,2022.9067979999995
807,3358.255251999999
808,3247.7724
809,2193.3582560000013
810,2207.2867919999994
811,2935.5321740000004
812,1596.3287380000004
813,1444.0669359999988
814,2494.3864100000005
815,2368.943032000001
816,1885.6987340000007
817,4204.913164
818,2247.987145999999
819,3600.6330839999996
820,70.94764800000002
821,3986.404261999999
822,225.36664200000004
823,1736.9190659999995
824,510.04940600000003
825,1527.6581259999998
826,2262.514902000001
827,3006.666246
828,618.5881219999998
829,812.57561
830,1458.6213239999997
831,141.64894999999999
832,3553.2547559999994
833,1593.7787239999996
834,2089.7065119999997
835,2580.088186000001
836,3126.736618000001
837,2753.342662000001
838,1832.474682
839,983.4465219999998
840,4388.840413999998
841,423.6019339999999
842,446.51877000000013
843,980.8898499999992
844,2549.601203999999
845,549.6045840000003
846,1861.350428
847,844.3941920000007
848,1716.3991099999982
849,2649.9572380000004
850,3153.0956399999995
851,3992.1501159999984
852,4501.839990000002
853,2714.1470160000003
854,707.392526
855,3982.349540000001
856,1904.1014459999992
857,3992.8824960000034
858,462.7909219999999
859,4053.7099839999983
860,2027.5740559999995
861,4742.287001999999
862,2152.418214
863,1666.3775559999985
864,1915.832842
865,542.8800040000002
866,4912.5653520000005
867,2466.3762040000015
868,1971.6468560000003
869,3929.65147
870,2283.907056
871,298.13858199999993
872,1001.9890519999998
873,2744.081383999999
874,2173.9235539999995
875,137.474384
876,1371.9075319999993
877,1345.7948559999998
878,611.2510059999997
879,630.499284
880,1608.7725399999988
881,4777.840721999998
882,3073.206298
883,1509.7947119999994
884,4463.070456
885,3483.525522
886,2783.936172
887,555.4636240000001
888,269.14299200000005
889,2369.049560000001
890,942.846038
891,1614.09894
892,1486.025652
893,3096.1431079999998
894,1343.6043739999996
895,4174.026702000002
896,3024.549633999997
897,1906.1654259999996
898,1441.7033459999993
899,1669.8863219999998
900,611.6704600000005
901,2320.7324539999995
902,2341.658548000001
903,403.3882459999999
904,2533.6752679999977
905,3097.681106
906,2269.3060619999997
907,1212.6148819999996
908,3330.0186739999995
909,588.43404
910,3265.1564379999995
911,125.28358599999997
912,3266.0819000000006
913,1939.1757899999993
914,2129.3748760000017
915,3056.641193999999
916,565.3773860000001
917,2197.3530559999995
918,4311.154870000001
919,1163.325708
920,3003.1907700000024
921,1796.7278800000008
922,2336.2389360000006
923,2501.217518000001
924,814.8792779999999
925,1721.4924799999997
926,1809.4579760000006
927,3765.6249820000007
928,1991.3079299999995
929,1803.372564000001
930,116.17544200000009
931,3471.7874679999977
932,3407.8040879999967
933,2439.804126
934,4358.386722
935,1838.7864660000007
936,223.1695019999999
937,2385.9275900000025
938,262.18538199999995
939,3813.7556639999993
940,3973.2214219999987
941,2163.4105720000002
942,2261.0168520000007
943,369.87187399999954
944,1507.77068
945,234.69450000000012
946,662.8505060000006
947,785.1113599999996
948,2574.3556479999997
949,1101.83242
950,3216.5130899999976
951,4460.933237999999
952,1368.6251380000003
953,1570.7020960000007
954,1053.5286299999993
955,1359.79663
956,1419.5122320000003
957,2327.776618
958,887.8176679999997
959,2197.2132380000003
960,2051.13006
961,3762.0030300000003
962,3012.8981339999987
963,701.047452
964,1853.4407239999994
965,1849.346054
966,2168.2309640000003
967,3659.569699999998
968,2079.965858000001
969,236.3989479999999
970,4997.4748260000015
971,2213.3255979999994
972,5270.585985999999
973,2036.5423820000003
974,541.7414859999997
975,2896.143446000002
976,1020.1587340000001
977,2225.6628719999994
978,2966.7781680000003
979,1609.591474
980,2307.742696000001
981,1265.5792720000002
982,2973.4228519999997
983,4062.5118600000005
984,2826.62061
985,1627.1086720000003
986,3305.0511739999997
987,1008.0744640000008
988,1342.4658559999996
989,3989.6533660000005
990,1664.2536539999994
991,1755.0155100000002
992,2755.353378
993,3823.8758240000006
994,4308.4716960000005
995,3531.8359700000024
996,1734.788506
997,1413.3136339999992
998,2210.7090039999994
999,1582.9261840000001
1000,3413.503336000002
1001,2750.726068
1002,3664.7962300000017
1003,4854.101454000001
1004,1558.9773579999999
1005,2899.2194420000014
1006,2992.9773980000004
1007,1929.608244
1008,2760.413458000001
1009,3692.220531999998
1010,1894.0878139999988
1011,427.31043999999997
1012,2580.4876660000004
1013,1183.6991879999996
1014,907.6252179999997
1015,2066.103902
1016,1125.3684499999995
1017,3179.4346880000007
1018,2525.539192
1019,2776.2528399999997
1020,5015.884195999998
1021,2335.573135999999
1022,3735.1380000000036
1023,310.8686779999999
1024,562.9139260000001
1025,950.9621400000001
1026,2864.6710799999996
1027,2698.6338760000003
1028,2152.751114
1029,4136.4156600000015
1030,1261.8108439999999
1031,2263.593498
1032,3797.936255999999
1033,1278.0430480000002
1034,1743.903308000001
1035,4497.938402
1036,4265.594175999999
1037,1825.8832619999996
1038,4390.984289999997
1039,2152.4515039999997
1040,3578.4619440000006
1041,2984.488448000001
1042,589.3728179999997
1043,4697.531925999999
1044,2335.952642
1045,2270.397973999999
1046,281.11407599999984
1047,983.0403839999996
1048,2995.041377999999
1049,2543.7754539999996
1050,1245.5919559999993
1051,1927.5642379999997
1052,350.8899159999996
1053,3928.046892000001
1054,1484.5542339999997
1055,2213.5053640000015
1056,2343.076702
1057,2174.482825999998
1058,2574.5021239999987
1059,2077.0230220000003
1060,2072.8218240000006
1061,2547.297536000001
1062,2885.4839880000013
1063,650.3068339999995
1064,64.40283400000003
1065,5049.0410360000005
1066,621.6974079999999
1067,3721.6355759999988
1068,3150.3791759999976
1069,129.94418600000003
1070,691.8327800000002
1071,2148.736339999999
1072,1508.7227740000003
1073,1205.8436960000006
1074,4120.875887999999
1075,3740.2380279999984
1076,719.5167439999998
1077,2094.7066699999996
1078,1317.185429999999
1079,1344.236884
1080,1740.0816159999997
1081,1530.1482180000003
1082,368.50698399999993
1083,4284.656029999999
1084,981.7820219999991
1085,1566.620742
1086,1438.6340080000002
1087,1150.6888239999994
1088,2500.8912760000017
1089,1414.4454939999996
1090,2996.372978
1091,1965.0288039999987
1092,4107.613152
1093,3539.1664279999973
1094,998.2805459999998
1095,2106.418092
1096,909.2231379999998
1097,957.8198799999996
1098,4373.919835999999
1099,1465.9917300000002
1100,2227.7534840000003
1101,1952.9645079999993
1102,1691.9975400000008
1103,642.5169740000002
1104,793.0144059999996
1105,1642.3421760000003
1106,1028.7275799999993
1107,3076.781644000001
1108,203.68153599999994
1109,2890.557384000002
1110,1768.9507039999994
1111,2255.8502440000007
1112,707.7320839999999
1113,2819.4299699999992
1114,1975.628339999999
1115,4164.026386000003
1116,2307.622852
1117,1627.7744719999996
1118,3793.2623400000016
1119,3886.6873959999994
1120,4343.772412000003
1121,2822.412754
1122,4254.601818000002
1123,3112.8347140000005
1124,3368.5751520000003
1125,2972.8569219999995
1126,195.89167600000005
1127,787.6746900000002
1128,1715.859812000001
1129,2483.4339999999993
1130,3461.267828000001
1131,1371.488078
1132,1765.8347600000006
1133,3164.487478000001
1134,367.84784200000007
1135,2455.270660000001
1136,2356.7722080000003
1137,5218.500452
1138,1280.9792260000004
1139,3952.055640000003
1140,1743.9099660000002
1141,1945.101409999999
1142,796.549804
1143,2019.7109579999994
1144,2105.7389759999996
1145,415.1529320000003
1146,1782.5929459999984
1147,419.8734540000003
1148,1688.8815960000002
1149,462.1384379999999
1150,3386.9578900000024
1151,647.363998
1152,2899.365918
1153,552.5540779999999
1154,3230.0954100000004
1155,2644.111514000002
1156,3669.4701459999983
1157,3081.5887199999997
1158,1164.996866
1159,2303.9276619999982
1160,1027.8620399999995
1161,3679.5903059999996
1162,3296.282587999998
1163,1832.2216780000003
1164,384.3996299999997
1165,2404.743098
1166,3319.9517779999987
1167,1993.511727999999
1168,1772.9455039999991
1169,1942.804400000001
1170,2519.6668359999994
1171,3496.9879980000005
1172,3424.695434
1173,2005.662577999999
1174,1513.7828539999994
1175,2414.4105140000015
1176,884.2290059999998
1177,576.7692239999998
1178,2875.963048000001
1179,3724.3320660000004
1180,2074.832539999999
1181,2190.3621559999974
1182,2485.138448
1183,3343.84734
1184,2289.945862000001
1185,545.1836720000001
1186,2604.7094700000002
1187,2208.704946
1188,2881.4026340000005
1189,1226.1439379999997
1190,842.0039700000001
1191,652.211022
1192,4128.1797140000035
1193,2819.270178
1194,4442.357418000004
1195,323.0062119999998
1196,192.12324800000005
1197,817.0764180000001
1198,723.2984879999995
1199,1802.4204699999984
1200,1983.1052739999993
1201,2487.9614399999996
1202,2559.9943420000004
1203,2428.1659420000015
1204,730.9884779999999
1205,1635.3313020000005
1206,2169.5226159999997
1207,3786.9106079999997
1208,765.7898439999999
1209,1605.989496
1210,3583.3089679999994
1211,1868.767440000001
1212,658.6959139999998
1213,2400.9879859999987
1214,2530.479428
1215,1581.40816
1216,4020.539828
1217,1309.9748160000006
1218,1959.0299459999994
1219,2079.42656
1220,947.8129059999999
1221,4683.217226000004
1222,2283.807186000001
1223,2061.203614000001
1224,286.3406060000001
1225,2858.4258760000007
1226,2249.5118280000024
1227,1242.1364540000004
1228,1427.668282000001
1229,826.1379560000004
1230,873.6427860000003
1231,1618.5864320000003
1232,3553.6542360000008
1233,192.24309199999985
1234,298.3982440000001
1235,3207.5580799999984
1236,2840.775518000001
1237,2707.6621240000018
1238,488.93688800000047
1239,3964.0200659999987
1240,2330.386554
1241,2957.6700239999986
1242,2533.482186
1243,2796.193549999999
1244,3926.136045999998
1245,2783.230424000002
1246,2190.841532
1247,744.3311099999999
1248,3795.2663979999993
1249,2289.6529100000007
1250,241.73866400000006
1251,3068.132902000001
1252,1588.612116
1253,1114.0232180000005
1254,1619.278863999999
1255,4088.930804000002
1256,591.5499839999998
1257,2340.733086
1258,4191.7436400000015
1259,452.297914
1260,2919.7527139999984
1261,2546.5185500000002
1262,2975.706546
1263,1356.8404779999992
1264,388.24129600000015
1265,1721.6655879999992
1266,3911.3952339999983
1267,2178.4110459999997
1268,4775.976481999999
1269,409.7932420000001
1270,464.4287900000001
1271,1732.3117300000004
1272,1239.5132020000003
1273,250.34745800000007
1274,3156.7775139999994
1275,4821.963288000002
1276,2662.2678800000012
1277,3080.922920000002
1278,1601.621847999999
1279,1051.2982000000004
1280,2399.822836
1281,2908.194426
1282,3590.299867999999
1283,620.385782
1284,4596.150560000002
1285,896.3399079999997
1286,3328.340858
1287,136.102836
1288,1086.9251580000002
1289,1953.2441440000005
1290,3464.370456
1291,1965.5015220000014
1292,1861.903042
1293,2413.6847920000005
1294,84.76299800000007
1295,1297.67749
1296,2311.684232
1297,1669.5467640000002
1298,590.9374480000007
1299,2955.5128320000013
1300,940.3759199999997
1301,441.71835200000004
1302,3689.856942000001
1303,1898.1824839999992
1304,1537.4254119999998
1305,491.1473440000004
1306,1022.8285920000001
1307,975.9895619999993
1308,3983.774352000003
1309,1799.0648380000007
1310,732.0004939999999
1311,3735.4708999999984
1312,2552.2311139999997
1313,712.698952
1314,2768.436348000001
1315,3563.667867999998
1316,1467.0836420000005
1317,746.5748560000002
1318,3137.3161800000003
1319,2928.141794
1320,3018.990204
1321,1672.4030460000001
1322,1594.2714159999994
1323,4492.924928
1324,3262.2868399999984
1325,3600.2202880000023
1326,804.8723040000003
1327,3369.4074019999994
1328,3643.1377559999983
1329,187.22961800000002
1330,4139.698054
1331,3103.0208220000018
1332,367.967686
1333,2686.589554
1334,1497.091248
1335,656.4987739999997
1336,1654.9191379999997
1337,3272.779848
1338,2563.849324
1339,174.133332
1340,333.0930819999999
1341,1322.1656139999998
1342,616.1313200000002
1343,2480.098341999999
1344,2558.283236000001
1345,586.8760679999999
1346,2097.283316000001
1347,2181.8798640000014
1348,629.840142
1349,2333.635658000001
1350,3447.4591359999995
1351,3066.028973999998
1352,3645.8409039999983
1353,1278.9751679999995
1354,1326.812898
